"TELEPULES_ID","TELEPULES","LAKOS"
"04419","Nyésta","56"
"14003","Nyíracsád","3764"
"06187","Nyíradony","7836"
"28802","Nyírbogdány","2929"
"31158","Nyírbogát","3174"
"14845","Nyírbátor","12150"
"15802","Nyírbéltek","2742"
"07904","Nyírcsaholy","2119"
"25973","Nyírcsászári","1180"
"05041","Nyírderzs","591"
"17206","Nyíregyháza","117852"
"28440","Nyírgelse","1030"
"09238","Nyírgyulaj","1981"
"26435","Nyíri","421"
"14696","Nyíribrony","1107"
"31477","Nyírjákó","905"
"18290","Nyírkarász","2297"
"32452","Nyírkáta","1764"
"25928","Nyírkércs","807"
"11271","Nyírlugos","2722"
"11095","Nyírlövő","690"
"12274","Nyírmada","4787"
"23269","Nyírmeggyes","2563"
"26365","Nyírmihálydi","1995"
"32382","Nyírmártonfalva","2027"
"10807","Nyírparasznya","959"
"33145","Nyírpazony","3497"
"03878","Nyírpilis","817"
"28060","Nyírtass","1950"
"13550","Nyírtelek","6899"
"12098","Nyírtura","1850"
"09256","Nyírtét","1044"
"16522","Nyírvasvári","1895"
"32294","Nyírábrány","3707"
"22318","Nyőgér","310"
"12955","Nyúl","4263"
"19211","Nábrád","872"
"06716","Nádasd","1301"
"13903","Nádasdladány","1790"
"28103","Nádudvar","8813"
"15909","Nágocs","656"
"17367","Nárai","1276"
"24156","Négyes","242"
"10409","Németbánya","74"
"25414","Németfalu","192"
"15006","Németkér","1681"
"09797","Nézsa","1078"
"04358","Nógrád","1510"
"32300","Nógrádkövesd","655"
"29832","Nógrádmarcal","525"
"12131","Nógrádmegyer","1697"
"19497","Nógrádsipek","672"
"27340","Nógrádszakál","593"
"08387","Nógrádsáp","819"
"26523","Nóráp","200"
"29425","Nőtincs","1141"
"08341","Okorvölgy","88"
"20686","Okorág","164"
"19257","Okány","2556"
"18555","Olasz","633"
"19743","Olaszfa","423"
"26514","Olaszfalu","1105"
"31778","Olaszliszka","1660"
"11129","Olcsva","593"
"10834","Olcsvaapáti","295"
"21704","Old","344"
"25478","Oltárc","265"
"22558","Onga","4800"
"20835","Orbányosfa","147"
"24536","Orci","562"
"16823","Ordacsehi","788"
"16276","Ordas","413"
"17093","Orfalu","64"
"11730","Orfű","916"
"16939","Orgovány","3256"
"34069","Ormosbánya","1673"
"22497","Ormándlak","124"
"23065","Orosháza","29342"
"16595","Oroszi","137"
"30766","Oroszlány","18634"
"04482","Oroszló","319"
"25052","Orosztony","439"
"04950","Ortaháza","121"
"15121","Osli","878"
"32629","Ostffyasszonyfa","768"
"27216","Ostoros","2640"
"07667","Oszkó","650"
"02866","Oszlár","401"
"19770","Osztopán","803"
"18953","Ozmánbük","187"
"05661","Ozora","1574"
"31741","Pacsa","1793"
"24776","Padár","125"
"24271","Pakod","944"
"04862","Paks","19625"
"07153","Palkonya","283"
"10135","Palotabozsok","918"
"05883","Palotás","1586"
"17011","Paloznak","433"
"23764","Palé","104"
"12371","Pamlény","51"
"26392","Pamuk","251"
"23108","Pankasz","413"
"24305","Pannonhalma","3859"
"29559","Panyola","580"
"27748","Pap","1822"
"07348","Papkeszi","1583"
"32577","Papos","816"
"26745","Parasznya","1196"
"07436","Parád","1940"
"20215","Parádsasvár","419"
"31972","Paszab","1287"
"29656","Pat","219"
"07199","Patak","885"
"06141","Patalom","344"
"17792","Patapoklosi","328"
"12168","Patca","57"
"15592","Patosfa","259"
"33880","Patvarc","647"
"14988","Pecöl","795"
"16115","Pellérd","2198"
"18689","Penc","1528"
"32692","Penyige","748"
"17084","Penészlek","898"
"28185","Perbál","2234"
"24420","Pere","335"
"32683","Perecse","40"
"12867","Pereked","179"
"13684","Perenye","688"
"08882","Peresznye","959"
"23773","Pereszteg","1399"
"33419","Perkupa","825"
"19354","Perkáta","3960"
"04181","Perőcsény","310"
"32425","Peterd","203"
"05704","Pethőhenye","438"
"17224","Petneháza","1802"
"19178","Petrikeresztúr","372"
"30757","Petrivente","370"
"29762","Pettend","139"
"33686","Petőfibánya","2768"
"15431","Petőfiszállás","1464"
"22831","Petőháza","1063"
"11572","Petőmihályfa","212"
"11590","Piliny","588"
"09821","Pilis","11410"
"29601","Pilisborosjenő","3406"
"07144","Piliscsaba","8187"
"21874","Piliscsév","2353"
"34148","Pilisjászfalu","1542"
"14669","Pilismarót","2091"
"11396","Pilisszentiván","4355"
"18731","Pilisszentkereszt","2268"
"08457","Pilisszentlászló","1174"
"05290","Pilisszántó","2457"
"14340","Pilisvörösvár","13709"
"19585","Pincehely","2280"
"06248","Pinkamindszent","160"
"14687","Pinnye","325"
"03391","Piricse","1856"
"15398","Pirtó","959"
"23506","Piskó","241"
"06284","Pitvaros","1382"
"11837","Pocsaj","2579"
"17242","Pogány","1139"
"27553","Pogányszentpéter","498"
"23117","Polgár","7933"
"17525","Polgárdi","6967"
"13790","Polány","237"
"06372","Pomáz","17066"
"17215","Porcsalma","2568"
"20367","Pornóapáti","410"
"22196","Poroszló","2707"
"29896","Porpác","150"
"11828","Porrog","238"
"13930","Porrogszentkirály","315"
"28510","Porrogszentpál","92"
"23515","Porva","445"
"28361","Potony","196"
"27304","Potyond","103"
"21272","Prügy","2370"
"11420","Pula","195"
"16920","Pusztaapáti","27"
"17862","Pusztaberki","118"
"31370","Pusztacsalád","262"
"10311","Pusztacsó","155"
"13860","Pusztadobos","1329"
"27465","Pusztaederics","184"
"17048","Pusztafalu","200"
"05397","Pusztaföldvár","1724"
"19938","Pusztahencse","984"
"19026","Pusztakovácsi","835"
"06530","Pusztamagyaród","567"
"28972","Pusztamiske","398"
"15246","Pusztamonostor","1595"
"06354","Pusztamérges","1265"
"19594","Pusztaottlaka","356"
"15413","Pusztaradvány","257"
"29018","Pusztaszabolcs","6082"
"23311","Pusztaszemes","360"
"26639","Pusztaszentlászló","601"
"28592","Pusztaszer","1480"
"23083","Pusztavacs","1420"
"17774","Pusztavám","2438"
"15583","Pusztazámor","1205"
"27410","Putnok","6743"
"15893","Pácin","1389"
"07162","Pácsony","275"
"18670","Páhi","1186"
"29160","Páka","1089"
"25751","Pákozd","3176"
"09371","Pálfa","1568"
"14720","Pálfiszeg","160"
"12362","Pálháza","1023"
"19637","Páli","341"
"34041","Pálmajor","380"
"02705","Pálmonostora","1797"
"34324","Pálosvörösmart","673"
"22248","Pánd","2076"
"24730","Pányok","45"
"31945","Pápa","32473"
"19868","Pápadereske","271"
"11855","Pápakovácsi","531"
"21607","Pápasalamon","338"
"31255","Pápateszér","1163"
"14067","Pápoc","308"
"07010","Páprád","161"
"09618","Pári","664"
"23481","Pásztori","367"
"07409","Pásztó","9626"
"28848","Pátka","1668"
"12186","Pátroha","2881"
"15024","Páty","7090"
"23685","Pátyod","642"
"21786","Pázmánd","2030"
"12715","Pázmándfalu","968"
"04057","Pécel","15338"
"19415","Pécs","157721"
"21519","Pécsbagota","97"
"15389","Pécsdevecser","100"
"22451","Pécsely","533"
"21096","Pécsudvard","758"
"10825","Pécsvárad","4042"
"19567","Pély","1344"
"15547","Pénzesgyőr","344"
"15529","Pér","2321"
"29197","Péterhida","150"
"21847","Péteri","2208"
"12070","Pétervására","2511"
"34254","Pétfürdő","4763"
"22266","Pócsa","189"
"04905","Pócsmegyer","1928"
"11244","Pócspetri","1699"
"21050","Pókaszepetk","976"
"16850","Pórszombat","305"
"15671","Pósfa","270"
"09867","Pölöske","875"
"31112","Pölöskefő","397"
"33570","Pörböly","541"
"32513","Pördefölde","67"
"24660","Pötréte","262"
"12964","Püski","639"
"21388","Püspökhatvan","1514"
"10162","Püspökladány","14798"
"07278","Püspökmolnári","915"
"04303","Püspökszilágy","751"
"21193","Radostyán","597"
"06053","Ragály","651"
"26587","Rajka","2550"
"29717","Rakaca","727"
"16133","Rakacaszend","346"
"14739","Rakamaz","4688"
"14298","Ramocsa","45"
"31857","Ramocsaháza","1462"
"03948","Raposka","230"
"21801","Ravazd","1178"
"09609","Recsk","2680"
"25292","Regenye","137"
"08402","Regéc","95"
"15459","Regöly","1109"
"34315","Remeteszőlős","726"
"17118","Resznek","290"
"23898","Rezi","1179"
"19220","Ricse","1666"
"24138","Rigyác","426"
"25849","Rigács","187"
"28884","Rimóc","1774"
"05078","Rinyabesenyő","168"
"32674","Rinyakovácsi","144"
"26754","Rinyaszentkirály","387"
"20622","Rinyaújlak","297"
"20321","Rinyaújnép","46"
"24581","Rohod","1190"
"12195","Romhány","2235"
"24855","Romonya","469"
"17507","Románd","285"
"17428","Rozsály","745"
"23029","Rudabánya","2511"
"34120","Rudolftelep","711"
"10597","Rum","1232"
"03966","Ruzsa","2533"
"04792","Rábacsanak","476"
"33701","Rábacsécsény","597"
"26736","Rábagyarmat","793"
"03197","Rábahídvég","948"
"14793","Rábakecöl","668"
"25335","Rábapatona","2451"
"26073","Rábapaty","1730"
"24721","Rábapordány","999"
"20136","Rábasebes","88"
"15273","Rábaszentandrás","506"
"33710","Rábaszentmihály","491"
"17297","Rábaszentmiklós","133"
"15422","Rábatamási","995"
"17996","Rábatöttös","212"
"03753","Rábcakapi","171"
"09900","Rácalmás","4472"
"02015","Ráckeresztúr","3288"
"17260","Ráckeve","10016"
"02370","Rád","1898"
"11518","Rádfalva","197"
"07551","Rádóckölked","262"
"30863","Ráksi","453"
"34360","Rákóczibánya","789"
"14207","Rákóczifalva","5366"
"12423","Rákócziújfalu","1984"
"09061","Rápolt","131"
"31909","Rásonysápberencs","566"
"12469","Rátka","942"
"23861","Rátót","288"
"30012","Réde","1350"
"31592","Rédics","954"
"26310","Rém","1309"
"30881","Répcelak","2371"
"14438","Répceszemere","261"
"28626","Répceszentgyörgy","105"
"07746","Répcevis","341"
"31884","Répáshuta","469"
"33969","Rétalap","563"
"21573","Rétközberencs","1157"
"23825","Rétság","2945"
"05625","Révfülöp","1081"
"09317","Révleányvár","473"
"04516","Rózsafa","383"
"27650","Rózsaszentmárton","1990"
"11068","Röjtökmuzsaj","443"
"26806","Rönök","427"
"13161","Röszke","3252"
"10579","Sajtoskál","404"
"03504","Sajóbábony","2813"
"27331","Sajóecseg","1015"
"10171","Sajógalgóc","379"
"03081","Sajóhídvég","1035"
"03212","Sajóivánka","613"
"14313","Sajókaza","3464"
"26949","Sajókeresztúr","1505"
"21670","Sajókápolna","411"
"27173","Sajólád","3110"
"22479","Sajólászlófalva","426"
"15945","Sajómercse","220"
"11332","Sajónémeti","521"
"16638","Sajópetri","1543"
"18537","Sajópálfala","750"
"23782","Sajópüspöki","513"
"08970","Sajósenye","453"
"16054","Sajószentpéter","12084"
"30340","Sajószöged","2297"
"27757","Sajóvelezd","820"
"20738","Sajóvámos","2213"
"08129","Sajóörös","1337"
"30793","Salföld","65"
"25788","Salgótarján","37166"
"18883","Salköveskút","516"
"27720","Salomvár","595"
"15556","Sand","398"
"28565","Sarkad","10129"
"25168","Sarkadkeresztúr","1530"
"30021","Sarród","1166"
"07180","Sarud","1175"
"27368","Segesd","2516"
"28741","Sellye","2761"
"25380","Selyeb","496"
"23755","Semjén","445"
"30997","Semjénháza","616"
"20206","Seregélyes","4621"
"32531","Serényfalva","978"
"05519","Siklós","9732"
"23205","Siklósbodony","135"
"08800","Siklósnagyfalu","424"
"08606","Sikátor","293"
"23418","Sima","32"
"26763","Simaság","531"
"32780","Simonfa","363"
"20783","Simontornya","4086"
"08527","Sirok","1819"
"30748","Sitke","640"
"25645","Sióagárd","1268"
"17631","Siófok","24347"
"23092","Siójut","607"
"24208","Sobor","276"
"12627","Sokorópátka","1057"
"29115","Solt","6359"
"18218","Soltszentimre","1265"
"19983","Soltvadkert","7482"
"07384","Solymár","10151"
"04127","Som","680"
"23472","Somberek","1407"
"05157","Somlójenő","319"
"25779","Somlószőlős","641"
"14243","Somlóvecse","107"
"26569","Somlóvásárhely","1081"
"13824","Somodor","405"
"30580","Somogyacsa","155"
"23807","Somogyapáti","509"
"05500","Somogyaracs","212"
"31219","Somogyaszaló","715"
"32470","Somogybabod","489"
"25043","Somogybükkösd","94"
"11484","Somogycsicsó","153"
"15981","Somogydöröcske","129"
"20057","Somogyegres","198"
"18078","Somogyfajsz","552"
"20330","Somogygeszti","478"
"25070","Somogyhatvan","353"
"29142","Somogyhárságy","439"
"28963","Somogyjád","1569"
"12876","Somogymeggyes","504"
"27535","Somogysimonyi","94"
"06600","Somogyszentpál","748"
"03416","Somogyszil","719"
"18546","Somogyszob","1567"
"15626","Somogysámson","742"
"28723","Somogysárd","1250"
"32601","Somogytúr","445"
"04853","Somogyudvarhely","1066"
"21281","Somogyviszló","254"
"21856","Somogyvámos","782"
"19442","Somogyvár","1909"
"04835","Somogyzsitfa","653"
"01526","Somoskőújfalu","2186"
"23889","Sonkád","678"
"33321","Soponya","2040"
"08518","Sopron","60755"
"29090","Sopronhorpács","809"
"25724","Sopronkövesd","1182"
"02617","Sopronnémeti","258"
"07171","Sorkifalud","670"
"27960","Sorkikápolna","277"
"06567","Sormás","883"
"29692","Sorokpolány","855"
"14951","Sukoró","1237"
"02547","Sumony","418"
"02404","Surd","635"
"28705","Szabadbattyán","4557"
"13259","Szabadegyháza","2176"
"18740","Szabadhídvég","838"
"14854","Szabadi","287"
"31325","Szabadkígyós","2768"
"15079","Szabadszentkirály","804"
"25061","Szabadszállás","6013"
"19169","Szabolcs","396"
"22053","Szabolcsbáka","1155"
"03586","Szabolcsveresmart","1675"
"28574","Szabás","662"
"21458","Szada","4519"
"08475","Szajk","859"
"16063","Szajla","637"
"05874","Szajol","3795"
"15316","Szakadát","248"
"10083","Szakcs","886"
"19530","Szakmár","1139"
"16504","Szaknyér","57"
"04774","Szakoly","2750"
"11369","Szakony","424"
"20932","Szakonyfalu","352"
"32258","Szakácsi","137"
"03805","Szakáld","531"
"04464","Szakály","1505"
"10223","Szalafő","208"
"20543","Szalapa","199"
"31015","Szalaszend","1108"
"09007","Szalatnak","343"
"19947","Szalkszentmárton","2879"
"19798","Szalmatercs","490"
"16753","Szalonna","1027"
"22257","Szalánta","1216"
"18005","Szamosangyalos","494"
"22017","Szamosbecs","355"
"16300","Szamoskér","409"
"13046","Szamosszeg","1807"
"10436","Szamossályi","660"
"30085","Szamostatárfalva","318"
"31273","Szamosújlak","399"
"13754","Szanda","605"
"11794","Szank","2408"
"08536","Szany","2064"
"34032","Szaporca","246"
"23870","Szarvas","17181"
"10199","Szarvasgede","420"
"17729","Szarvaskend","216"
"03382","Szarvaskő","382"
"31237","Szatmárcseke","1377"
"02440","Szatta","66"
"12007","Szatymaz","4666"
"31060","Szava","331"
"03018","Szebény","407"
"05607","Szederkény","1819"
"16814","Szedres","2308"
"33367","Szeged","170285"
"18607","Szegerdő","221"
"21883","Szeghalom","9142"
"33817","Szegi","311"
"31510","Szegilong","200"
"32489","Szegvár","4540"
"22761","Szekszárd","33720"
"33172","Szeleste","691"
"20428","Szelevény","1073"
"16984","Szellő","142"
"09308","Szemely","483"
"27997","Szemenye","304"
"09830","Szemere","373"
"04507","Szendehely","1552"
"08077","Szendrő","4119"
"27456","Szendrőlád","2022"
"15103","Szenna","760"
"11509","Szenta","380"
"03568","Szentantalfa","417"
"25706","Szentbalázs","321"
"32841","Szentborbás","136"
"07092","Szentbékkálla","185"
"13231","Szentdomonkos","450"
"32009","Szentdénes","320"
"09043","Szente","339"
"33613","Szentegát","420"
"15440","Szentendre","25963"
"14456","Szentes","28780"
"31583","Szentgotthárd","8839"
"23126","Szentgyörgyvár","313"
"18652","Szentgyörgyvölgy","425"
"07922","Szentgál","2703"
"12973","Szentgáloskér","526"
"10065","Szentimrefalva","208"
"22169","Szentistván","2385"
"08484","Szentistvánbaksa","270"
"11545","Szentjakabfa","109"
"09803","Szentkatalin","117"
"21120","Szentkirály","1930"
"16267","Szentkirályszabadja","2037"
"03124","Szentkozmadombja","76"
"08615","Szentliszló","299"
"16355","Szentlászló","835"
"15866","Szentlőrinc","6922"
"07542","Szentlőrinckáta","1919"
"14225","Szentmargitfalva","88"
"28653","Szentmártonkáta","4937"
"21254","Szentpéterfa","957"
"30067","Szentpéterfölde","129"
"19099","Szentpéterszeg","1104"
"11165","Szentpéterúr","1048"
"30146","Szenyér","297"
"07700","Szepetnek","1640"
"03887","Szerecseny","797"
"28820","Szeremle","1432"
"30739","Szerencs","9173"
"33437","Szerep","1523"
"27793","Szergény","329"
"26259","Szigetbecse","1358"
"07870","Szigetcsép","2320"
"13277","Szigethalom","17221"
"26213","Szigetmonostor","2248"
"28954","Szigetszentmiklós","34331"
"15185","Szigetszentmárton","2140"
"26578","Szigetvár","10868"
"22114","Szigetújfalu","2039"
"24891","Szigliget","817"
"11013","Szihalom","1961"
"26161","Szijártóháza","26"
"21351","Szikszó","5395"
"19266","Szil","1202"
"07959","Szilaspogony","318"
"03364","Szilsárkány","670"
"17853","Szilvágy","205"
"24712","Szilvás","169"
"32461","Szilvásszentmárton","198"
"05643","Szilvásvárad","1675"
"19831","Szilágy","302"
"20871","Szin","741"
"11493","Szinpetri","216"
"09496","Szirmabesenyő","4419"
"21634","Szirák","1115"
"24916","Szob","2944"
"06947","Szokolya","1792"
"27854","Szolnok","74544"
"03009","Szombathely","79590"
"18892","Szomolya","1572"
"21421","Szomor","1138"
"22619","Szomód","2112"
"34388","Szorgalmatos","1125"
"05193","Szorosad","90"
"28194","Szuha","625"
"03160","Szuhafő","146"
"11110","Szuhakálló","971"
"24606","Szuhogy","1223"
"15404","Szulimán","217"
"10986","Szulok","599"
"19044","Szurdokpüspöki","1891"
"27508","Szágy","139"
"33516","Szákszend","1503"
"14711","Szálka","597"
"34236","Szántód","378"
"16489","Szápár","498"
"19549","Szár","1651"
"18263","Szárazd","250"
"15714","Szárföld","913"
"33491","Szárliget","2273"
"07366","Szárász","27"
"05777","Szászberek","983"
"08147","Szászfa","128"
"33765","Szászvár","2350"
"15325","Szátok","622"
"17312","Százhalombatta","18615"
"11554","Szécsisziget","228"
"23047","Szécsénke","212"
"06628","Szécsény","5765"
"33011","Szécsényfelfalu","451"
"31088","Székely","1065"
"16771","Székelyszabar","600"
"14827","Székesfehérvár","101943"
"12265","Székkutas","2362"
"15194","Szólád","552"
"16692","Szőc","442"
"19521","Szőce","360"
"12690","Sződ","3316"
"28866","Sződliget","4595"
"22211","Szőke","128"
"05810","Szőkedencs","272"
"07694","Szőkéd","362"
"07889","Szőlősardó","103"
"11101","Szőlősgyörök","1214"
"16179","Szögliget","607"
"05528","Szörény","67"
"13523","Szúcs","416"
"09982","Szűcsi","1578"
"11217","Szűr","274"
"18786","Szügy","1382"
"14942","Ságvár","1833"
"12520","Ságújfalu","1066"
"04729","Sály","2147"
"18050","Sámod","218"
"24572","Sámsonháza","272"
"31705","Sándorfalva","7983"
"31121","Sántos","521"
"26116","Sáp","927"
"20516","Sárazsadány","250"
"23694","Sárbogárd","12549"
"02723","Sáregres","777"
"09788","Sárfimizdó","101"
"08101","Sárhida","803"
"26903","Sárisáp","2757"
"31802","Sárkeresztes","1488"
"25344","Sárkeresztúr","2584"
"02699","Sárkeszi","599"
"14906","Sármellék","1863"
"20862","Sárok","112"
"25140","Sárosd","3326"
"27474","Sárospatak","12920"
"04747","Sárpilis","690"
"23940","Sárrétudvari","2792"
"20817","Sárszentlőrinc","941"
"11776","Sárszentmihály","3038"
"31538","Sárszentágota","1361"
"21306","Sárvár","14717"
"25007","Sáránd","2287"
"32160","Sásd","3329"
"13772","Sáska","261"
"02875","Sáta","1048"
"05120","Sátoraljaújhely","15619"
"33482","Sátorhely","656"
"02051","Sávoly","500"
"10278","Sé","1392"
"14085","Sénye","40"
"04491","Sényő","1418"
"32133","Sérsekszőlős","152"
"03601","Sóly","474"
"14881","Sóshartyán","955"
"06840","Sóskút","3214"
"13268","Sóstófalva","254"
"31714","Sósvertike","180"
"22983","Sótony","614"
"19080","Söjtör","1536"
"24800","Söpte","820"
"02893","Söréd","502"
"31990","Súr","1230"
"21245","Sükösd","3721"
"21713","Sülysáp","8244"
"25593","Sümeg","6226"
"21397","Sümegcsehi","620"
"05388","Sümegprága","618"
"08688","Süttő","2002"
"08590","Tab","4315"
"14465","Tabajd","963"
"25432","Tabdi","1095"
"17039","Tagyon","93"
"31963","Tahitótfalu","5567"
"30720","Taksony","6352"
"03708","Taktabáj","579"
"18245","Taktaharkány","3678"
"28787","Taktakenéz","1246"
"03133","Taktaszada","1882"
"13125","Takácsi","818"
"17321","Taliándörögd","704"
"24563","Tamási","8449"
"16212","Tanakajd","768"
"29434","Tapolca","15839"
"24615","Tapsony","699"
"32896","Tar","1919"
"16735","Tarany","1191"
"21740","Tarcal","2885"
"08165","Tard","1286"
"14784","Tardona","1018"
"30225","Tardos","1573"
"33075","Tarhos","944"
"18935","Tarján","2655"
"33914","Tarjánpuszta","382"
"32966","Tarnabod","687"
"13240","Tarnalelesz","1642"
"23348","Tarnaméra","1607"
"16160","Tarnaszentmiklós","834"
"09052","Tarnaszentmária","230"
"17163","Tarnazsadány","1207"
"14128","Tarnaörs","1800"
"04312","Tarpa","2096"
"15635","Tarrós","124"
"20525","Tass","2944"
"04932","Taszár","1995"
"20127","Tata","25026"
"18157","Tatabánya","70164"
"14544","Tataháza","1240"
"27386","Tatárszentgyörgy","1950"
"24703","Tekenye","480"
"32072","Teklafalu","327"
"29568","Telekes","497"
"12681","Telekgerendás","1574"
"23968","Teleki","210"
"08280","Telki","3715"
"13763","Telkibánya","585"
"06901","Tengelic","2290"
"13675","Tengeri","52"
"32416","Tengőd","492"
"14076","Tenk","1159"
"33358","Terem","631"
"24174","Tereske","723"
"28635","Teresztenye","21"
"12229","Terpes","198"
"04844","Terény","425"
"08828","Teskánd","1133"
"19691","Tetétlen","1376"
"31459","Tevel","1504"
"30447","Tibolddaróc","1433"
"08952","Tiborszállás","944"
"30465","Tihany","1353"
"17844","Tikos","127"
"27951","Tilaj","199"
"24475","Timár","1336"
"07108","Tinnye","1623"
"09423","Tiszaadony","599"
"24545","Tiszaalpár","4938"
"17817","Tiszabecs","1031"
"03850","Tiszabercel","1903"
"20172","Tiszabezdéd","1905"
"22770","Tiszabura","2889"
"02291","Tiszabábolna","374"
"10773","Tiszabő","1874"
"15644","Tiszacsege","4497"
"29133","Tiszacsermely","570"
"24448","Tiszacsécse","226"
"06433","Tiszadada","2240"
"16230","Tiszaderzs","1071"
"12593","Tiszadob","2965"
"03717","Tiszadorogma","365"
"09113","Tiszaeszlár","2612"
"13815","Tiszaföldvár","11323"
"29726","Tiszafüred","10805"
"30304","Tiszagyenda","965"
"30845","Tiszagyulaháza","728"
"28699","Tiszaigar","809"
"20446","Tiszainoka","413"
"29346","Tiszajenő","1632"
"08554","Tiszakanyár","1625"
"13976","Tiszakarád","2304"
"04446","Tiszakerecseny","860"
"13888","Tiszakeszi","2441"
"30623","Tiszakécske","11294"
"08794","Tiszakóród","702"
"30386","Tiszakürt","1372"
"19381","Tiszaladány","672"
"23524","Tiszalök","5567"
"28398","Tiszalúc","5330"
"11907","Tiszamogyorós","646"
"27252","Tiszanagyfalu","1807"
"07083","Tiszanána","2317"
"08633","Tiszapalkonya","1426"
"03373","Tiszapüspöki","2052"
"20181","Tiszaroff","1564"
"10205","Tiszarád","621"
"21494","Tiszasas","997"
"13541","Tiszaszalka","814"
"22789","Tiszaszentimre","2121"
"27544","Tiszaszentmárton","1121"
"16966","Tiszasziget","1759"
"07852","Tiszaszőlős","1934"
"17695","Tiszasüly","1376"
"30298","Tiszatardos","226"
"30377","Tiszatarján","1423"
"14447","Tiszatelek","1383"
"09627","Tiszatenyő","1628"
"14094","Tiszaug","882"
"10977","Tiszavalk","304"
"07597","Tiszavasvári","12619"
"33747","Tiszavid","483"
"31866","Tiszavárkony","1535"
"15787","Tiszaörs","1238"
"28352","Tiszaújváros","16510"
"27261","Tisztaberek","608"
"20260","Tivadar","190"
"18306","Tokaj","4886"
"14155","Tokod","4215"
"34023","Tokodaltáró","3070"
"09229","Tokorcs","350"
"28051","Tolcsva","1681"
"25876","Told","312"
"06381","Tolmács","691"
"25274","Tolna","11439"
"11031","Tolnanémedi","1079"
"09557","Tomajmonostora","721"
"14890","Tomor","217"
"28486","Tompa","4581"
"12335","Tompaládony","309"
"21005","Tordas","2090"
"04969","Tormafölde","337"
"22424","Tormás","292"
"34087","Tormásliget","312"
"16902","Tornabarakony","15"
"10375","Tornakápolna","23"
"18801","Tornanádaska","640"
"27836","Tornaszentandrás","197"
"30517","Tornaszentjakab","200"
"32638","Tornyiszentmiklós","622"
"29054","Tornyosnémeti","469"
"16957","Tornyospálca","2496"
"29878","Torony","1947"
"10153","Torvaj","250"
"04914","Trizs","211"
"13213","Tunyogmatolcs","2409"
"09593","Tura","7834"
"09919","Tuzsér","3286"
"31398","Tyukod","1863"
"08332","Táborfalva","3295"
"29267","Tác","1639"
"29911","Tákos","362"
"12210","Tállya","1926"
"14261","Táp","712"
"15015","Tápióbicske","3465"
"17303","Tápiógyörgye","3602"
"31796","Tápiószecső","6383"
"14146","Tápiószele","6153"
"14571","Tápiószentmárton","5382"
"02769","Tápiószőlős","2947"
"09405","Tápióság","2628"
"32045","Táplánszentkereszt","2621"
"21971","Tápszentmiklós","963"
"20987","Tárkány","1568"
"04154","Tárnok","9174"
"04172","Tárnokréti","198"
"13693","Táska","397"
"08758","Tát","5343"
"24998","Tázlár","1719"
"23214","Téglás","6606"
"27702","Tékes","239"
"11457","Tényő","1531"
"31042","Tépe","1116"
"20570","Tés","813"
"19248","Tésa","81"
"32744","Tésenfa","174"
"20978","Téseny","329"
"19035","Tét","3933"
"21467","Tóalmás","3369"
"09964","Tófalu","553"
"05342","Tófej","671"
"04048","Tófű","117"
"07490","Tószeg","4429"
"16434","Tótkomlós","5866"
"26994","Tótszentgyörgy","170"
"16382","Tótszentmárton","840"
"25113","Tótszerdahely","1160"
"02714","Tótvázsony","1211"
"16407","Tótújfalu","195"
"24527","Tök","1401"
"29823","Tököl","10352"
"16674","Töltéstava","2227"
"05166","Tömörd","271"
"25900","Tömörkény","1785"
"22008","Törtel","4284"
"06859","Törökbálint","13542"
"20093","Törökkoppány","478"
"27313","Törökszentmiklós","21185"
"04136","Töttös","580"
"13602","Túristvándi","680"
"28228","Túrkeve","8878"
"18582","Túrony","255"
"08998","Túrricse","601"
"12609","Türje","1700"
"04631","Tüskevár","571"
"04437","Udvar","147"
"21360","Udvari","404"
"24767","Ugod","1401"
"23010","Ukk","313"
"20792","Und","319"
"18351","Uppony","309"
"28981","Ura","616"
"21537","Uraiújfalu","881"
"31820","Uszka","392"
"16294","Uszód","1049"
"34218","Uzsa","324"
"07223","Vadna","611"
"06239","Vadosfa","80"
"18591","Vaja","3566"
"30003","Vajdácska","1310"
"28538","Vajszló","1703"
"02459","Vajta","1038"
"26268","Valkonya","63"
"17598","Valkó","2534"
"30915","Vanyarc","1259"
"21777","Vanyola","552"
"21810","Varbó","1085"
"10144","Varbóc","50"
"28529","Varga","96"
"06637","Varsád","364"
"29498","Varsány","1640"
"09274","Varászló","147"
"22585","Vasad","1850"
"02884","Vasalja","311"
"20394","Vasasszonyfa","368"
"10302","Vasboldogasszony","601"
"15334","Vasegerszeg","386"
"20349","Vashosszúfalu","356"
"30702","Vaskeresztes","381"
"28343","Vaskút","3479"
"27100","Vasmegyer","1667"
"14322","Vaspör","388"
"25982","Vassurány","791"
"11633","Vasszentmihály","335"
"12104","Vasszilvágy","417"
"29373","Vasszécseny","1423"
"04695","Vasvár","4222"
"26648","Vaszar","1473"
"30076","Vatta","873"
"26815","Vecsés","20879"
"18519","Vejti","161"
"11138","Vekerd","115"
"26000","Velem","333"
"18430","Velemér","89"
"25016","Velence","5241"
"22071","Velény","161"
"03498","Vereb","797"
"18342","Veresegyház","16539"
"24147","Verpelét","3824"
"22488","Verseg","1340"
"19725","Versend","943"
"33729","Verőce","3680"
"04589","Veszkény","917"
"11767","Veszprém","64339"
